name,tempmax,tempmin,feelslikemax,feelslikemin,humidity,precip,precipprob,precipcover,windspeed,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,description,day,month,year,sunset_time,sunrise_time,avg_temp,avg_feelsliketemp,dew_point,Overcast,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",season
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,23.833333333333336,38.888888888888886,23.833333333333336,75.9,0.508,100,4.17,13.9,73.4,7.3,206.6,17.9,7.0,0.59,Partly cloudy throughout the day with afternoon rain.,16,8,2011,18:24:19,05:56:17,28.333333333333332,31.27777777777778,23.333333333333332,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,24.833333333333332,40.55555555555556,24.833333333333332,83.6,13.0048,100,4.17,15.0,82.1,6.6,111.2,9.9,4.0,0.63,Partly cloudy throughout the day with late afternoon rain.,17,8,2011,18:23:51,05:56:20,27.38888888888889,29.22222222222222,24.055555555555557,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.88888888888889,40.611111111111114,24.88888888888889,80.1,0.0,0,0.0,16.1,79.0,6.8,170.9,14.9,6.0,0.66,Partly cloudy throughout the day.,18,8,2011,18:23:22,05:56:23,28.22222222222222,31.38888888888889,24.222222222222218,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,25.0,41.94444444444444,25.0,78.0,0.3048,100,4.17,15.0,43.2,7.0,153.4,13.1,6.0,0.69,Partly cloudy throughout the day with morning rain.,19,8,2011,18:22:53,05:56:25,29.055555555555557,33.0,24.499999999999996,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,24.88888888888889,40.55555555555556,24.88888888888889,80.1,6.095999999999999,100,4.17,13.9,58.3,6.6,155.7,13.6,6.0,0.72,Partly cloudy throughout the day with afternoon rain.,20,8,2011,18:22:23,05:56:27,28.22222222222222,31.61111111111111,24.27777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,24.0,38.44444444444444,24.0,83.8,10.8966,100,4.17,16.1,64.2,6.8,89.3,7.8,3.0,0.75,Partly cloudy throughout the day with afternoon rain.,21,8,2011,18:21:53,05:56:28,27.5,30.61111111111111,24.333333333333332,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.111111111111114,25.0,42.0,25.0,80.7,0.1016,100,4.17,17.2,61.3,6.8,125.1,10.7,5.0,0.79,Partly cloudy throughout the day with morning rain.,22,8,2011,18:21:21,05:56:29,28.22222222222222,31.333333333333332,24.333333333333332,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,25.0,40.611111111111114,25.0,77.8,7.391399999999999,100,4.17,11.4,77.4,7.3,137.9,11.9,5.0,0.82,Partly cloudy throughout the day with morning rain.,23,8,2011,18:20:50,05:56:30,28.555555555555557,31.666666666666668,24.0,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,25.0,37.94444444444444,25.0,79.0,0.0,0,0.0,9.2,81.6,7.0,109.5,9.4,4.0,0.85,Partly cloudy throughout the day.,24,8,2011,18:20:18,05:56:30,28.22222222222222,31.555555555555557,24.055555555555557,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,23.88888888888889,33.27777777777778,23.88888888888889,86.2,10.8966,100,4.17,9.2,89.1,6.6,119.8,10.4,4.0,0.89,Partly cloudy throughout the day with afternoon rain.,25,8,2011,18:19:45,05:56:30,26.0,26.888888888888893,23.388888888888886,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,22.88888888888889,38.27777777777778,22.88888888888889,80.4,0.508,100,4.17,6.9,75.0,7.1,167.4,14.4,6.0,0.92,Partly cloudy throughout the day with late afternoon rain.,26,8,2011,18:19:12,05:56:30,27.055555555555557,29.444444444444443,23.055555555555557,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",35.0,23.000000000000004,39.333333333333336,23.000000000000004,82.4,9.906,100,4.17,13.9,64.0,6.5,205.1,17.7,7.0,0.95,Partly cloudy throughout the day with late afternoon rain.,27,8,2011,18:18:38,05:56:29,26.666666666666668,28.055555555555557,23.000000000000004,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,23.000000000000004,39.333333333333336,23.000000000000004,82.1,7.619999999999999,100,8.33,13.9,72.9,7.0,209.7,18.0,8.0,0.0,Partly cloudy throughout the day with rain.,28,8,2011,18:18:04,05:56:29,27.5,30.5,23.88888888888889,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.77777777777778,24.0,39.0,24.0,86.2,8.889999999999999,100,4.17,17.2,76.6,6.4,227.3,19.7,8.0,0.02,Partly cloudy throughout the day with late afternoon rain.,29,8,2011,18:17:30,05:56:27,26.833333333333332,28.5,24.222222222222218,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,24.0,39.333333333333336,24.0,80.7,5.1054,100,4.17,15.0,65.5,6.6,226.4,19.7,8.0,0.05,Partly cloudy throughout the day with late afternoon rain.,30,8,2011,18:16:55,05:56:26,27.83333333333333,30.444444444444443,23.833333333333336,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,19.88888888888889,39.166666666666664,19.88888888888889,84.1,0.9905999999999999,100,4.17,13.9,73.2,6.8,247.5,21.4,8.0,0.09,Partly cloudy throughout the day with afternoon rain.,31,8,2011,18:16:19,05:56:24,27.277777777777775,30.11111111111111,24.388888888888893,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,26.0,41.94444444444444,26.0,74.6,0.0,0,0.0,12.8,39.2,7.0,264.9,23.0,9.0,0.12,Partly cloudy throughout the day.,1,9,2011,18:15:44,05:56:22,29.38888888888889,33.55555555555556,24.111111111111114,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.05555555555556,24.0,40.72222222222222,24.0,77.7,0.0,0,0.0,10.3,43.0,7.1,304.8,26.3,10.0,0.16,Partly cloudy throughout the day.,2,9,2011,18:15:08,05:56:20,28.5,31.444444444444443,23.833333333333336,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",35.05555555555556,23.833333333333336,39.611111111111114,23.833333333333336,72.9,0.0,0,0.0,9.2,29.9,7.9,307.2,26.3,10.0,0.19,Partly cloudy throughout the day.,3,9,2011,18:14:31,05:56:18,28.944444444444443,31.555555555555557,23.000000000000004,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",36.0,23.000000000000004,39.77777777777778,23.000000000000004,77.2,0.0,0,0.0,13.9,49.8,7.2,313.4,27.1,10.0,0.25,Partly cloudy throughout the day.,4,9,2011,18:13:54,05:56:15,27.944444444444443,30.666666666666668,23.22222222222222,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.05555555555556,23.77777777777778,40.55555555555556,23.77777777777778,73.9,0.0,0,0.0,11.4,36.9,7.2,297.1,25.6,10.0,0.26,Partly cloudy throughout the day.,5,9,2011,18:13:17,05:56:13,28.61111111111111,31.38888888888889,23.111111111111107,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.77777777777778,25.0,39.166666666666664,25.0,78.3,4.3942,100,8.33,16.1,69.6,7.0,254.8,21.8,9.0,0.3,Partly cloudy throughout the day with rain in the morning and afternoon.,6,9,2011,18:12:40,05:56:10,28.000000000000004,30.61111111111111,23.666666666666664,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.833333333333332,40.611111111111114,24.833333333333332,80.3,0.7874,100,4.17,10.3,63.1,7.0,264.5,22.8,8.0,0.33,Partly cloudy throughout the day with afternoon rain.,7,9,2011,18:12:02,05:56:07,28.055555555555557,31.444444444444443,24.166666666666668,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.111111111111114,25.0,40.55555555555556,25.0,75.0,0.0,0,0.0,11.4,75.4,7.6,252.8,21.8,9.0,0.37,Partly cloudy throughout the day.,8,9,2011,18:11:25,05:56:03,29.11111111111111,32.5,23.88888888888889,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.111111111111114,24.777777777777775,39.22222222222222,24.777777777777775,79.8,0.0,0,0.0,16.1,85.9,7.2,203.7,17.6,7.0,0.4,Partly cloudy throughout the day.,9,9,2011,18:10:47,05:56:00,28.22222222222222,31.22222222222222,24.111111111111114,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.88888888888889,40.611111111111114,24.88888888888889,80.4,0.0,0,0.0,11.4,86.6,7.2,191.4,16.6,7.0,0.44,Partly cloudy throughout the day.,10,9,2011,18:10:09,05:55:56,28.666666666666668,32.94444444444444,24.72222222222222,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.777777777777775,38.888888888888886,24.777777777777775,84.7,2.0065999999999997,100,4.17,13.9,85.8,6.4,182.2,15.7,6.0,0.47,Partly cloudy throughout the day with afternoon rain.,11,9,2011,18:09:30,05:55:53,27.77777777777778,31.72222222222222,24.88888888888889,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,23.000000000000004,39.166666666666664,23.000000000000004,87.7,92.91319999999999,100,8.33,16.1,80.1,6.4,131.9,11.3,4.0,0.5,Partly cloudy throughout the day with rain.,12,9,2011,18:08:52,05:55:49,26.38888888888889,27.944444444444443,23.944444444444443,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.0,36.111111111111114,24.0,88.6,4.2926,100,12.5,11.4,88.9,7.0,149.4,12.8,6.0,0.54,Partly cloudy throughout the day with rain.,13,9,2011,18:08:13,05:55:45,25.888888888888886,27.22222222222222,23.77777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,23.055555555555557,37.833333333333336,23.055555555555557,78.4,0.0,0,0.0,12.8,66.6,7.7,113.6,9.9,4.0,0.58,Partly cloudy throughout the day.,14,9,2011,18:07:34,05:55:42,27.77777777777778,30.22222222222222,23.277777777777782,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,23.000000000000004,37.888888888888886,23.000000000000004,82.2,0.508,100,4.17,23.0,82.2,7.0,136.0,11.8,4.0,0.61,Partly cloudy throughout the day with morning rain.,15,9,2011,18:06:55,05:55:38,26.666666666666668,28.666666666666668,23.22222222222222,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,23.77777777777778,38.0,23.77777777777778,83.6,5.1054,100,4.17,16.1,77.3,7.2,183.6,16.0,6.0,0.64,Partly cloudy throughout the day with late afternoon rain.,16,9,2011,18:06:17,05:55:34,26.611111111111114,28.5,23.5,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,24.0,36.77777777777778,24.0,85.7,78.0034,100,8.33,11.4,88.1,7.0,102.4,9.0,3.0,0.67,Partly cloudy throughout the day with rain in the morning and afternoon.,17,9,2011,18:05:38,05:55:30,26.555555555555557,28.61111111111111,23.833333333333336,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.111111111111114,24.111111111111114,39.44444444444444,24.111111111111114,80.6,0.0,0,0.0,15.0,79.3,7.3,172.0,14.8,7.0,0.71,Partly cloudy throughout the day.,18,9,2011,18:04:59,05:55:26,28.333333333333332,31.77777777777778,24.388888888888893,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,25.0,39.22222222222222,25.0,75.9,0.0,0,0.0,12.8,80.9,7.1,208.2,18.0,8.0,0.74,Partly cloudy throughout the day.,19,9,2011,18:04:20,05:55:22,28.5,31.444444444444443,23.61111111111111,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.833333333333336,24.833333333333332,39.27777777777778,24.833333333333332,78.4,0.3048,100,4.17,16.1,63.3,6.7,209.5,18.2,7.0,0.75,Partly cloudy throughout the day with afternoon rain.,20,9,2011,18:03:41,05:55:19,28.000000000000004,30.88888888888889,23.72222222222222,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,25.0,37.72222222222222,25.0,85.0,25.984199999999998,100,12.5,8.1,79.1,6.7,127.5,11.0,4.0,0.81,Partly cloudy throughout the day with rain.,21,9,2011,18:03:02,05:55:15,27.16666666666667,29.72222222222222,24.333333333333332,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",46.888888888888886,24.555555555555557,46.888888888888886,24.555555555555557,84.5,7.899399999999999,100,4.17,13.9,76.0,6.7,179.4,15.5,6.0,0.84,Partly cloudy throughout the day with afternoon rain.,22,9,2011,18:02:23,05:55:11,27.944444444444443,30.77777777777778,24.66666666666667,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,23.000000000000004,40.611111111111114,23.000000000000004,80.1,10.8966,100,4.17,17.2,85.5,6.7,195.9,17.1,7.0,0.87,Partly cloudy throughout the day with morning rain.,23,9,2011,18:01:45,05:55:08,27.722222222222225,30.555555555555557,23.77777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,24.0,41.94444444444444,24.0,81.5,0.0,0,0.0,11.4,78.7,6.5,113.8,10.0,4.0,0.91,Partly cloudy throughout the day.,24,9,2011,18:01:06,05:55:04,27.944444444444443,31.38888888888889,24.222222222222218,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.111111111111114,25.0,42.27777777777778,25.0,81.0,2.9972,100,4.17,11.4,88.1,6.7,139.7,11.9,5.0,0.94,Partly cloudy throughout the day with afternoon rain.,25,9,2011,18:00:28,05:55:01,28.555555555555557,32.72222222222222,24.777777777777775,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.77777777777778,25.0,40.55555555555556,25.0,76.4,0.0,0,0.0,11.4,72.5,7.2,283.8,24.4,10.0,0.97,Partly cloudy throughout the day.,26,9,2011,17:59:49,05:54:58,28.88888888888889,32.22222222222222,24.0,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",35.0,23.833333333333336,41.388888888888886,23.833333333333336,78.2,0.0,0,0.0,11.4,60.1,6.9,275.5,23.7,9.0,0.0,Partly cloudy throughout the day.,27,9,2011,17:59:11,05:54:55,28.277777777777782,31.0,23.666666666666664,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",35.0,24.0,41.888888888888886,24.0,79.3,0.3048,100,4.17,12.8,49.3,11.8,177.4,15.2,6.0,0.04,Partly cloudy throughout the day with late afternoon rain.,28,9,2011,17:58:33,05:54:52,28.277777777777782,31.666666666666668,24.055555555555557,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.05555555555556,25.0,40.833333333333336,25.0,79.8,0.0,0,0.0,9.2,65.6,6.7,266.8,23.1,9.0,0.08,Partly cloudy throughout the day.,29,9,2011,17:57:56,05:54:50,28.555555555555557,32.388888888888886,24.499999999999996,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,25.0,40.611111111111114,25.0,78.0,7.112,100,4.17,13.9,36.8,7.0,133.3,11.6,5.0,0.11,Partly cloudy throughout the day with morning rain.,30,9,2011,17:57:18,05:54:47,28.88888888888889,32.611111111111114,24.333333333333332,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.05555555555556,25.0,39.44444444444444,25.0,77.8,2.9972,100,4.17,17.2,53.6,7.1,136.7,11.8,5.0,0.14,Partly cloudy throughout the day with late afternoon rain.,1,10,2011,17:56:41,05:54:45,28.666666666666668,31.444444444444443,24.055555555555557,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",29.0,23.055555555555557,33.55555555555556,23.055555555555557,90.7,26.1112,100,12.5,11.4,76.5,6.4,93.2,8.0,4.0,0.18,Partly cloudy throughout the day with rain.,2,10,2011,17:56:04,05:54:43,25.833333333333332,26.722222222222218,24.111111111111114,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,37.72222222222222,24.0,84.8,9.118599999999999,100,8.33,12.8,70.8,6.9,146.5,12.8,5.0,0.25,Partly cloudy throughout the day with rain.,3,10,2011,17:55:28,05:54:42,26.888888888888893,28.88888888888889,24.0,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,23.88888888888889,35.111111111111114,23.88888888888889,85.2,8.6868,100,8.33,13.9,89.6,6.1,101.5,8.9,4.0,0.25,Partly cloudy throughout the day with rain in the morning and afternoon.,4,10,2011,17:54:52,05:54:41,26.555555555555557,28.277777777777782,23.77777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",26.999999999999996,24.0,30.11111111111111,24.0,91.6,9.906,100,12.5,18.3,87.5,6.3,203.3,17.6,7.0,0.28,Partly cloudy throughout the day with rain.,5,10,2011,17:54:16,05:54:40,25.055555555555554,25.166666666666668,23.555555555555557,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.0,35.111111111111114,24.0,88.0,7.112,100,4.17,13.9,86.1,6.7,194.2,16.7,7.0,0.31,Partly cloudy throughout the day with afternoon rain.,6,10,2011,17:53:41,05:54:39,26.22222222222222,28.111111111111107,24.0,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.111111111111114,26.0,37.888888888888886,26.0,80.3,0.1016,100,4.17,13.9,88.4,6.9,189.8,16.5,7.0,0.35,Partly cloudy throughout the day with morning rain.,7,10,2011,17:53:06,05:54:39,28.388888888888886,31.555555555555557,24.444444444444443,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,25.0,39.22222222222222,25.0,77.0,0.3048,100,4.17,16.1,51.2,7.3,252.2,21.9,9.0,0.38,Partly cloudy throughout the day with afternoon rain.,8,10,2011,17:52:31,05:54:39,28.388888888888886,30.833333333333332,23.666666666666664,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,24.0,39.333333333333336,24.0,79.0,0.9905999999999999,100,4.17,15.0,59.0,7.0,215.5,18.5,8.0,0.42,Partly cloudy throughout the day with late afternoon rain.,9,10,2011,17:51:57,05:54:39,28.555555555555557,31.61111111111111,24.111111111111114,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.111111111111114,25.0,39.5,25.0,84.7,5.8166,100,8.33,11.4,75.6,6.9,159.1,13.8,6.0,0.45,Partly cloudy throughout the day with rain.,10,10,2011,17:51:24,05:54:40,28.055555555555557,31.666666666666668,25.055555555555554,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.05555555555556,13.166666666666668,40.333333333333336,13.166666666666668,78.4,3.302,100,4.17,15.0,60.5,7.2,162.6,14.2,6.0,0.5,Partly cloudy throughout the day with morning rain.,11,10,2011,17:50:51,05:54:42,28.333333333333332,31.5,24.27777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.0,39.22222222222222,24.0,81.6,4.0893999999999995,100,4.17,17.2,52.1,6.7,190.1,16.4,7.0,0.52,Partly cloudy throughout the day with late afternoon rain.,12,10,2011,17:50:18,05:54:43,27.61111111111111,29.72222222222222,23.833333333333336,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.833333333333336,37.72222222222222,23.833333333333336,90.5,35.788599999999995,100,12.5,15.0,73.9,5.9,159.9,13.8,5.0,0.55,Partly cloudy throughout the day with rain.,13,10,2011,17:49:46,05:54:45,25.72222222222222,26.611111111111114,23.944444444444443,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,23.833333333333336,37.888888888888886,23.833333333333336,78.4,15.011399999999998,100,4.17,25.3,55.6,6.0,204.4,17.8,7.0,0.59,Partly cloudy throughout the day with morning rain.,14,10,2011,17:49:15,05:54:48,27.83333333333333,30.38888888888889,23.5,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",31.833333333333332,24.0,39.0,24.0,89.5,59.8932,100,4.17,20.8,73.5,4.6,237.8,20.5,8.0,0.62,Partly cloudy throughout the day with late afternoon rain.,15,10,2011,17:48:44,05:54:51,25.72222222222222,26.722222222222218,23.72222222222222,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.833333333333336,23.833333333333336,40.05555555555556,23.833333333333336,84.9,9.7028,100,8.33,11.4,87.7,6.5,154.4,13.4,5.0,0.66,Partly cloudy throughout the day with rain in the morning and afternoon.,16,10,2011,17:48:14,05:54:55,26.555555555555557,28.666666666666668,23.61111111111111,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,23.833333333333336,36.77777777777778,23.833333333333336,82.7,15.011399999999998,100,4.17,20.8,84.5,6.4,189.5,16.5,7.0,0.69,Partly cloudy throughout the day with afternoon rain.,17,10,2011,17:47:45,05:54:59,26.722222222222218,28.944444444444443,23.388888888888886,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.0,38.05555555555556,24.0,77.3,3.5052000000000003,100,4.17,15.0,89.4,6.5,243.9,20.9,8.0,0.72,Partly cloudy throughout the day with morning rain.,18,10,2011,17:47:16,05:55:04,27.83333333333333,30.5,23.166666666666668,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.88888888888889,35.111111111111114,24.88888888888889,85.8,0.0,0,0.0,6.9,88.9,6.0,139.5,12.0,5.0,0.75,Partly cloudy throughout the day.,19,10,2011,17:46:48,05:55:09,26.77777777777778,28.833333333333332,24.166666666666668,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,24.0,38.27777777777778,24.0,78.8,0.3048,100,4.17,11.4,88.9,6.6,118.2,10.3,4.0,0.79,Partly cloudy throughout the day with morning rain.,20,10,2011,17:46:21,05:55:14,27.444444444444446,29.444444444444443,23.111111111111107,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,22.83333333333333,35.5,22.83333333333333,79.5,0.0,0,0.0,10.3,81.8,6.6,123.5,10.6,5.0,0.82,Partly cloudy throughout the day.,21,10,2011,17:45:54,05:55:21,26.77777777777778,28.22222222222222,22.555555555555554,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,20.944444444444443,38.27777777777778,20.944444444444443,77.3,0.0,0,0.0,12.8,63.2,6.9,270.0,23.4,9.0,0.86,Partly cloudy throughout the day.,22,10,2011,17:45:28,05:55:28,27.16666666666667,28.77777777777778,22.333333333333332,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",34.0,21.999999999999996,39.333333333333336,21.999999999999996,76.5,0.0,0,0.0,15.0,49.9,7.3,204.7,17.7,7.0,0.89,Partly cloudy throughout the day.,23,10,2011,17:45:03,05:55:35,27.666666666666668,30.11111111111111,22.722222222222225,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,23.000000000000004,39.166666666666664,23.000000000000004,88.2,29.9974,100,4.17,13.9,76.2,6.1,177.4,15.5,6.0,0.93,Partly cloudy throughout the day with late afternoon rain.,24,10,2011,17:44:39,05:55:43,26.0,27.555555555555554,23.666666666666664,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,23.000000000000004,38.0,23.000000000000004,84.3,0.0,0,0.0,9.2,67.3,6.9,119.8,10.4,4.0,0.96,Partly cloudy throughout the day.,25,10,2011,17:44:15,05:55:52,26.833333333333332,29.166666666666668,23.77777777777778,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.0,40.611111111111114,24.0,86.3,9.906,100,8.33,15.0,58.4,6.5,197.2,16.8,7.0,0.0,Partly cloudy throughout the day with rain.,26,10,2011,17:43:53,05:56:01,26.944444444444443,29.72222222222222,24.333333333333332,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",29.055555555555557,24.0,34.27777777777778,24.0,88.7,2.032,100,33.33,11.6,68.9,7.3,119.0,10.3,4.0,0.03,Partly cloudy throughout the day with rain in the morning and afternoon.,27,10,2011,17:43:31,05:56:11,26.333333333333336,28.5,24.27777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,24.0,36.333333333333336,24.0,90.0,0.3048,100,4.17,11.4,84.3,6.3,104.6,8.9,4.0,0.06,Partly cloudy throughout the day with morning rain.,28,10,2011,17:43:10,05:56:22,25.777777777777782,26.611111111111114,24.0,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,23.000000000000004,39.22222222222222,23.000000000000004,80.5,0.0,0,0.0,11.4,89.4,7.4,118.7,10.3,4.0,0.09,Partly cloudy throughout the day.,29,10,2011,17:42:50,05:56:33,27.5,29.944444444444443,23.5,0,1,0,0,0,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.0,39.22222222222222,24.0,79.4,0.508,100,4.17,13.9,64.1,7.4,180.0,15.5,7.0,0.13,Partly cloudy throughout the day with afternoon rain.,30,10,2011,17:42:31,05:56:45,27.61111111111111,30.333333333333332,23.5,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.111111111111114,23.000000000000004,39.166666666666664,23.000000000000004,81.7,0.9905999999999999,100,4.17,15.0,69.7,7.5,199.8,17.4,7.0,0.16,Partly cloudy throughout the day with late afternoon rain.,31,10,2011,17:42:13,05:56:57,27.333333333333332,29.61111111111111,23.61111111111111,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",30.77777777777778,24.0,36.22222222222222,24.0,86.5,10.1092,100,8.33,16.1,82.1,6.5,149.2,12.8,5.0,0.19,Partly cloudy throughout the day with rain in the morning and afternoon.,1,11,2011,17:41:56,05:57:10,26.444444444444443,28.166666666666668,23.944444444444443,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.111111111111114,37.72222222222222,24.111111111111114,85.9,2.5146,100,8.33,15.0,81.6,6.1,113.1,9.8,4.0,0.25,Partly cloudy throughout the day with rain.,2,11,2011,17:41:39,05:57:24,26.944444444444443,29.22222222222222,24.27777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,24.88888888888889,40.611111111111114,24.88888888888889,81.6,2.0065999999999997,100,4.17,13.9,81.7,5.7,194.7,16.9,7.0,0.26,Partly cloudy throughout the day with morning rain.,3,11,2011,17:41:24,05:57:39,27.944444444444443,31.0,24.27777777777778,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.0,25.0,42.111111111111114,25.0,85.3,0.3048,100,4.17,13.9,79.6,6.5,119.6,10.4,4.0,0.29,Partly cloudy throughout the day with afternoon rain.,4,11,2011,17:41:10,05:57:54,27.77777777777778,30.88888888888889,24.88888888888889,0,0,0,0,1,Wet
"Port of Spain, Trinidad, Trinidad And Tobago",33.05555555555556,24.88888888888889,40.611111111111114,24.88888888888889,82.9,0.0,0,0.0,15.0,83.1,7.1,137.9,12.0,5.0,0.33,Partly cloudy throughout the day.,5,11,2011,17:40:57,05:58:10,28.000000000000004,30.944444444444443,24.61111111111111,0,1,0,0,0,Wet
